QUEST_20150317_000001	Please select the user requiring a quest update.
QUEST_20150729_002331	After that, Aiste also held out her bag and said, {nl}'This is a gift as thanks for looking for my silver. I was given this through Goddess Zemyna's grace.' {nl}Aiste then left before the Old Beggar could figure out how to reply.{nl}{nl}
QUEST_20150729_002332	Over the jingling sound of gold, the old woman muttered. {nl}'If these two pieces of gold could ever marry, the baby gold would make me rich... but there's no life in these things...' {nl}Modestas heard those words, and decided to comment. {nl}'That gold won't make you rich by itself, so just put it into something worthwhile. {nl}Do you really think muttering at baby gold will do something?'{nl}
QUEST_20150729_002333	The old woman spoke plainly, 'Why not? If this way bears fruit, it'll be safe and secure.' {nl}'That's ridiculous. You should do what I do and gamble.' {nl}The woman was incensed.{nl}
QUEST_20150729_002334	'So, you think your betting ways are better?' {nl}'Why wouldn't I? There are moments where I could win or lose, but your way won't make any gold at all.' {nl}With Modestas' words, the old woman paused in thought. Finally, she said, {nl}'Then let's have a bet.'{nl}
QUEST_20150729_002335	The disturbing aura around her grew as soon as the offer reached Modestas' ears. He couldn't outright refuse. {nl}'What kind of bet?' {nl}'We'll see whether your way or my way will make us richer.' {nl}'And if I lose?'{nl}
QUEST_20150729_002336	'Don't worry about that. You will win, and you will lose - That won't change. The rules are fixed.' {nl}'What do you mean by that?' {nl}'By taking my offer, you will fail once, and you will win once. No matter what happens.' {nl}'Well, yeah. Winning and losing is how gambling works.'{nl}
QUEST_20150729_002337	'No. No matter how unlucky it may seem, you will win your first gamble. {nl}And then, no matter how favorable life may seem, you will fail the next.'{nl}
QUEST_20150729_002338	Modestas was still confused by these strange words. {nl}'So, you're saying I'll win on every odd bet, and lose on every even one?' {nl}'Yes. It will be so. You will win coin, and then you won't. Is that not fair? {nl}One coin will be enough to succeed, no matter how many bets you make. That is my offer.' {nl}'You think I'll switch between winning and losing, huh?{nl}
QUEST_20150729_002339	With her hand to her chin, the old woman gave a puzzling response. {nl}'Three times each, should be enough. Return to me after you make six gambles. {nl}Naturally, if you don't have more coin after your sixth bet, I will win.'{nl}
QUEST_20150729_002340	Modestas seemed to tremble. 'How much should I earn, then?' {nl}'You start with one gold piece,' she replied, 'and when you return, show me all your gold pieces but that one. {nl}If you stretch that single piece to anything more, then you win. As for the time... you have one week.' {nl}'So, what do you get when I lose?' Modestas reminded her.{nl}
QUEST_20150729_002341	'Well...' the old woman lingered, 'If you win, everyone will know about my gold - {nl}and you'll have the power of winning and losing. On the other hand...' {nl}''On the other hand...'?' Modestas said, tensely.{nl}
QUEST_20150729_002342	'When I win, then after this, the friends you know will disappear every time you lose a bet.' {nl}Modestas was unnerved by the conditions set. He did not immediately object, but thought of the victory, {nl}and soon accepted. Modestas was, most of all, the kind of person who never backed down.{nl}
QUEST_20150729_002343	Are you not busy? You seemed in a hurry on your horse before you passed by for a talk. You should stop worrying about me and go.' {nl} Sigfried, hearing Modestas' words, replied, {nl} 'I was busy, but I still have time to walk with you for another 10 minutes or so. This horse might not seem like much, but when it comes down to it he can go pretty fast.' {nl}
QUEST_20150729_002344	Seeing Sigfried not budge, Modestas tried again to persuade him, {nl} 'Wouldn't it be better to be early as opposed to be on time?' {nl} {nl} Hearing this, Sigfried became adamant, {nl} 'Do you not believe what I just said or are you willfully ignoring it all?' {nl} A disconcerted Modestas said, {nl} 'No, I didn't mean it like that......' {nl}
QUEST_20150729_002345	However, before Modestas could say any more, Sigfried said, 'If you don't believe me, why don't we have a bet?' {nl} {nl} Naturally, the words, 'Sure. What do you want to wager?' rose up in Modestas' throat.
QUEST_20150729_002346	Considering Modestas' habit, to simply not immediately accept a gamble took superhuman willpower from him. {nl} 'What...  what kind of bet?' {nl} 'We were going to bet on whether my horse is fast or not.' {nl} Modestas desperately fought his inner gambler.
QUEST_20150729_002347	As soon as the bet started, Sigfried tried every method possible to command his horse to move. Despite his efforts it didn't move a single hoof at all.{nl}At the end, Sigfried repeatedly cursed its strange behavior. Realizing he'd be late to his appointment without a horse, he threw the reins to Modestas and sprinted away.{nl}
QUEST_20150729_002348	As Sigfried disappeared, Modestas felt uncomfortable.
QUEST_20150729_002349	You, the young man with the horse, can you come over and help us for a bit?' {nl} Modestas had no idea what these soldiers needed help for, but since he could no longer ignore them, he decided to head over. {nl} Once Modestas arrived, one of the soldiers said, {nl} 'You came at just the right time. We would like you to referee a small gamble we're about to make here.' {nl}
QUEST_20150729_002350	What started as a small banter turned into a big argument, which finally grew to become a big money bet. The soldiers had already gathered their money and only had to decide the winner. Unfortunately, every goddess got equal votes and a winner couldn't be decided.{nl}
QUEST_20150729_002351	Thus, the soldiers decided to settle the bet by calling the first person who passed by, asking him who he thought the best goddess is, and deciding the winner from there. The soldiers agreed that the first passer-by would symbolize the will of whatever goddess he supported. {nl}
QUEST_20150729_002352	Since a big jackpot was on the line, the soldiers waited with bated breath for Modestas' answer. {nl}Knowing there was no right answer to the question, Modestas simply said aloud the name of his favorite goddess. {nl}
QUEST_20150729_002353	When he did, the soldiers reacted strangely. {nl} There was supposed to be an ecstatic winner and disappointed losers, but nobody seemed joyful nor disappointed. Instead, everyone had a bewildered look on their faces. {nl}
QUEST_20150729_002354	Modestas, perplexed by their reaction, asked for an explanation to which one of the soldiers answered, {nl}'We originally had votes for four goddesses but your choice isn't any of them, so now we have five goddesses.' {nl}Then the soldiers resumed their squabble about how to decide the winner. {nl}
QUEST_20150729_002355	The mood began to deteriorate so Modestas wanted to leave them. {nl}When he was about to take off, the soldiers blocked his path and accused him.{nl}'It's your fault the argument heated up even more. You're not thinking of just leaving are you?'{nl}Intimidated by the irritated soldiers, Modestas dared not to escape. {nl}
QUEST_20150729_002356	Knowing Modestas, he could not simply sit on the sidelines watching a big bet grow. Eventually, he became enticed to join.
QUEST_20150729_002357	Modestas, caught in the heat of the moment and ending up participating in the soldier's bet, finally remembered it was his turn to lose.{nl}But it was too late.{nl}
QUEST_20150729_002358	If you think about it, even if it was his turn to lose, all it took for him to lose was one more vote for any of the goddesses he didn't choose. With the odds of the next person walking by supporting his goddess being against him, the probability of winning was low anyway.{nl}
QUEST_20150729_002359	However, the victor was chosen unexpectedly. A commanding officer found the soldiers slacking, disciplined them and was about to lead them away. {nl}The soldiers, obeying the superior's command, were about to march off when they shrewdly asked him which goddess he favored. {nl}
QUEST_20150729_002360	Someone approached Modestas who had been lying down hurt and helped him get back on his feet. He turned out to be one of the people standing on the side, the wagon owner. {nl}The man who helped Modestas uttered with relief, {nl}'I am glad you're not too hurt. Your horse also didn't hurt himself tripping over that pit.'{nl}Modestas noticed a well-hidden pit where he pointed. {nl}The wagon owner continued.{nl}
QUEST_20150729_002361	'My horse became injured here and can no longer pull my wagon. It's just an empty wagon, but at any rate, it won't be going anywhere for a while. That's why I have a proposition. Won't you sell me your horse? I believe with a healthy horse pulling the wagon, even my injured horse can help pull it in some way.'{nl}
QUEST_20150729_002362	It was an unexpected suggestion, but Modestas had to ride the horse to quickly find and catch up to the soldiers. He immediately refused the offer.{nl}The wagon owner tried to explain there was no way his injured horse can pull the wagon alone but Modestas was not persuaded. After his repeated refusal, the wagon owner offered a new suggestion.{nl}'Then let's do this. What if you buy my wagon? I will sell it for cheap. Since my injured horse can't pull the wagon, it will be better off in your hands.'{nl}
QUEST_20150729_002363	Modestas, after saying he'll be back if he loses the bet, began to rein his horse when the old Alchemist let out an eerie cackle. This caught Modestas' attention, who turned around and looked at his person.{nl}
